Start Time	End Time	Active Appliances
2013-02-22 18:30:00	2013-02-22 19:00:00	{'2-4323.0', '3-17786.0', '4-3068.0'}
2013-02-22 19:00:00	2013-02-22 19:30:00	{'4-3195.0', '3-775.0', '2-4887.0'}
2013-02-22 19:30:00	2013-02-22 20:00:00	{'4-3007.0', '3-17458.0', '2-14898.0'}
2013-02-22 20:00:00	2013-02-22 20:30:00	{'4-3227.0', '3-18611.0', '2-15446.0'}
2013-02-22 20:30:00	2013-02-22 21:00:00	{'4-3031.0', '2-14920.0', '3-17500.5'}
2013-02-22 21:00:00	2013-02-22 21:30:00	{'2-15802.0', '4-3308.0', '3-18609.0'}
2013-02-22 21:30:00	2013-02-22 22:00:00	{'2-14913.0', '3-17331.0', '4-3116.0'}
2013-02-22 22:00:00	2013-02-22 22:30:00	{'3-18630.0', '2-15940.0', '4-3249.0'}
2013-02-22 22:30:00	2013-02-22 23:00:00	{'3-17416.0', '2-15116.0', '4-3084.0'}
2013-02-22 23:00:00	2013-02-22 23:30:00	{'2-14904.0', '3-18540.0', '4-3326.0'}
2013-02-22 23:30:00	2013-02-22 00:00:00	{'2-14891.0', '3-17526.0', '4-2994.0'}
2013-02-23 00:00:00	2013-02-23 00:30:00	{'4-3214.0', '3-18889.0', '2-7411.0'}
2013-02-23 00:30:00	2013-02-23 01:00:00	{'4-3059.0', '2-9267.0', '3-17490.0'}
2013-02-23 01:00:00	2013-02-23 01:30:00	{'2-15424.0', '3-18698.0', '4-3343.0'}
2013-02-23 01:30:00	2013-02-23 02:00:00	{'4-3101.0', '2-14484.0', '3-17390.0'}
2013-02-23 02:00:00	2013-02-23 02:30:00	{'4-3245.0', '2-16808.0', '3-18852.0'}
2013-02-23 02:30:00	2013-02-23 03:00:00	{'3-17590.0', '4-3048.0', '2-14053.0'}
2013-02-23 10:30:00	2013-02-23 11:00:00	{'2-0.0', '4-3073.0'}
2013-02-23 11:00:00	2013-02-23 11:30:00	{'3-19181.0', '4-3231.0', '2-5341.0'}
2013-02-23 11:30:00	2013-02-23 12:00:00	{'3-17958.0', '4-2971.0', '2-4641.0'}
2013-02-23 12:00:00	2013-02-23 12:30:00	{'2-4552.0', '3-19019.0', '4-3232.0'}
2013-02-23 12:30:00	2013-02-23 13:00:00	{'3-17590.0', '2-5397.0', '4-3108.0'}
2013-02-23 13:00:00	2013-02-23 13:30:00	{'4-3214.0', '3-6040.0', '2-3934.0'}
2013-02-23 13:30:00	2013-02-23 14:00:00	{'3-17919.0', '2-4098.0', '4-2994.0'}
2013-02-23 14:00:00	2013-02-23 14:30:00	{'2-4463.0', '4-3273.0', '3-18982.0'}
2013-02-23 14:30:00	2013-02-23 15:00:00	{'3-17711.0', '2-4445.0', '4-3025.0'}
2013-02-23 15:00:00	2013-02-23 15:30:00	{'4-3308.0', '3-18956.0', '2-7533.5'}
2013-02-23 15:30:00	2013-02-23 16:00:00	{'4-3085.0', '3-17707.0', '2-6830.5'}
2013-02-23 16:00:00	2013-02-23 16:30:00	{'2-4235.5', '3-18896.0', '4-3298.5'}
2013-02-23 16:30:00	2013-02-23 17:00:00	{'2-4036.0', '4-3017.5', '3-10260.0'}
2013-02-23 17:00:00	2013-02-23 17:30:00	{'4-3227.0', '2-4297.0', '3-19007.0'}
2013-02-23 17:30:00	2013-02-23 18:00:00	{'2-3291.0'}
2013-02-23 18:00:00	2013-02-23 18:30:00	{'2-3327.0'}
2013-02-23 18:30:00	2013-02-23 19:00:00	{'2-3115.0'}
2013-02-23 19:00:00	2013-02-23 19:30:00	{'2-3256.0'}
2013-02-23 19:30:00	2013-02-23 20:00:00	{'2-3056.0'}
2013-02-23 20:00:00	2013-02-23 20:30:00	{'2-3240.0'}
2013-02-23 20:30:00	2013-02-23 21:00:00	{'2-3042.0'}
2013-02-23 21:00:00	2013-02-23 21:30:00	{'2-3255.0'}
2013-02-23 21:30:00	2013-02-23 22:00:00	{'2-3055.0'}
2013-02-23 22:00:00	2013-02-23 22:30:00	{'2-3369.0'}
2013-02-23 22:30:00	2013-02-23 23:00:00	{'3-1071.0', '2-3158.0'}
2013-02-23 23:00:00	2013-02-23 23:30:00	{'2-6915.0', '3-5317.0'}
2013-02-23 23:30:00	2013-02-23 00:00:00	{'2-13324.0', '3-17613.0'}
2013-02-24 00:00:00	2013-02-24 00:30:00	{'3-18798.0', '2-16136.0'}
2013-02-24 00:30:00	2013-02-24 01:00:00	{'3-17394.0', '2-15361.0'}
2013-02-24 01:00:00	2013-02-24 01:30:00	{'3-18506.0', '2-15225.0'}
2013-02-24 01:30:00	2013-02-24 02:00:00	{'2-16159.0', '3-17606.0'}
2013-02-24 02:00:00	2013-02-24 02:30:00	{'2-15643.0', '3-18739.0'}
2013-02-24 02:30:00	2013-02-24 03:00:00	{'2-15606.0', '3-17558.0'}
2013-02-24 10:30:00	2013-02-24 11:00:00	{'2-355.0', '3-1182.0'}
2013-02-24 11:00:00	2013-02-24 11:30:00	{'3-19390.0', '2-4589.0'}
2013-02-24 11:30:00	2013-02-24 12:00:00	{'3-17917.0', '2-4508.0'}
2013-02-24 12:00:00	2013-02-24 12:30:00	{'2-4195.0', '3-19044.0'}
2013-02-24 12:30:00	2013-02-24 13:00:00	{'3-17744.0', '2-3980.0'}
2013-02-24 13:00:00	2013-02-24 13:30:00	{'2-4298.0', '3-18925.0'}
2013-02-24 13:30:00	2013-02-24 14:00:00	{'3-17697.0', '2-4149.0'}
2013-02-24 14:00:00	2013-02-24 14:30:00	{'2-4181.0', '3-18852.0'}
2013-02-24 14:30:00	2013-02-24 15:00:00	{'2-3914.0', '3-17636.0'}
2013-02-24 15:00:00	2013-02-24 15:30:00	{'2-6564.0', '3-18805.0'}
2013-02-24 15:30:00	2013-02-24 16:00:00	{'4-724.0', '3-17708.0', '2-5884.0'}
2013-02-24 16:00:00	2013-02-24 16:30:00	{'3-5461.0', '2-4735.0', '4-3307.0'}
2013-02-24 16:30:00	2013-02-24 17:00:00	{'2-5035.0', '4-3055.0'}
2013-02-24 17:00:00	2013-02-24 17:30:00	{'3-17492.0', '4-3249.0', '2-5042.0'}
2013-02-24 17:30:00	2013-02-24 18:00:00	{'4-3039.0', '3-17668.0', '2-4027.0'}
2013-02-24 18:00:00	2013-02-24 18:30:00	{'3-18813.0', '2-7562.0', '4-3168.0'}
2013-02-24 18:30:00	2013-02-24 19:00:00	{'4-2975.0', '3-17623.0', '2-6459.0'}
2013-02-24 19:00:00	2013-02-24 19:30:00	{'2-5603.0', '3-18935.0', '4-3194.0'}
2013-02-24 19:30:00	2013-02-24 20:00:00	{'4-3064.0', '3-17655.0', '2-4764.0'}
2013-02-24 20:00:00	2013-02-24 20:30:00	{'3-18861.0', '4-3284.0', '2-5254.0'}
2013-02-24 20:30:00	2013-02-24 21:00:00	{'3-12990.0', '4-3083.0', '2-9414.0'}
2013-02-24 21:00:00	2013-02-24 21:30:00	{'4-3321.0', '3-18637.0', '2-17441.0'}
2013-02-24 21:30:00	2013-02-24 22:00:00	{'3-17452.0', '4-3069.0', '2-15492.0'}
2013-02-24 22:00:00	2013-02-24 22:30:00	{'2-16747.0', '4-3306.0', '3-18725.0'}
2013-02-24 22:30:00	2013-02-24 23:00:00	{'3-17380.0', '2-14446.0', '4-3110.0'}
2013-02-24 23:00:00	2013-02-24 23:30:00	{'2-14554.0', '3-18581.0', '4-3345.0'}
2013-02-24 23:30:00	2013-02-24 00:00:00	{'3-17483.0', '4-3098.0', '2-15322.0'}
2013-02-25 00:00:00	2013-02-25 00:30:00	{'3-18559.0', '2-15187.0', '4-3280.0'}
2013-02-25 00:30:00	2013-02-25 01:00:00	{'4-3127.0', '3-17508.0', '2-15912.0'}
2013-02-25 01:00:00	2013-02-25 01:30:00	{'2-17510.0', '4-3326.0', '3-18584.0'}
2013-02-25 01:30:00	2013-02-25 02:00:00	{'3-17392.0', '2-14792.0', '4-3144.0'}
2013-02-25 02:00:00	2013-02-25 02:30:00	{'3-18694.0', '4-3337.0', '2-15362.0'}
2013-02-25 11:00:00	2013-02-25 11:30:00	{'3-5303.0', '2-4419.0', '4-3232.0'}
2013-02-25 11:30:00	2013-02-25 12:00:00	{'3-18166.0', '4-2976.0', '2-9839.0'}
2013-02-25 12:00:00	2013-02-25 12:30:00	{'4-3212.0', '2-8905.0', '3-19052.0'}
2013-02-25 12:30:00	2013-02-25 13:00:00	{'4-3049.0', '3-17889.0', '2-5209.0'}
2013-02-25 20:00:00	2013-02-25 20:30:00	{'3-9468.0', '2-13411.0'}
2013-02-25 20:30:00	2013-02-25 21:00:00	{'2-16993.0', '3-17598.0'}
2013-02-25 21:00:00	2013-02-25 21:30:00	{'2-18236.0', '3-18803.0'}
2013-02-25 21:30:00	2013-02-25 22:00:00	{'3-17416.0', '2-16898.0'}
2013-02-25 22:00:00	2013-02-25 22:30:00	{'3-18625.0', '2-18227.0'}
2013-02-25 22:30:00	2013-02-25 23:00:00	{'2-16703.0', '3-17384.0'}
2013-02-26 10:30:00	2013-02-26 11:00:00	{'2-5763.0', '3-7176.0', '4-1089.0'}
2013-02-26 11:00:00	2013-02-26 11:30:00	{'3-19268.0', '2-11899.0', '4-3345.0'}
2013-02-26 11:30:00	2013-02-26 12:00:00	{'2-6741.0', '4-3143.0'}
2013-02-26 12:00:00	2013-02-26 12:30:00	{'3-9018.0', '2-2823.0'}
2013-02-26 12:30:00	2013-02-26 13:00:00	{'3-17784.0', '2-5512.0'}
2013-02-26 13:00:00	2013-02-26 13:30:00	{'3-18949.0', '2-5364.0'}
2013-02-26 13:30:00	2013-02-26 14:00:00	{'2-3686.0', '3-17829.0'}
2013-02-26 14:00:00	2013-02-26 14:30:00	{'3-18553.0', '2-6047.0'}
2013-02-26 14:30:00	2013-02-26 15:00:00	{'3-17453.0', '2-3880.0'}
2013-02-26 15:30:00	2013-02-26 16:00:00	{'2-1834.0', '3-8948.0'}
2013-02-26 16:00:00	2013-02-26 16:30:00	{'2-3979.0', '4-868.0', '3-19135.0'}
2013-02-26 16:30:00	2013-02-26 17:00:00	{'2-3932.0', '4-3134.0', '3-17716.0'}
2013-02-26 17:00:00	2013-02-26 17:30:00	{'3-18910.0', '4-3298.0', '2-4804.0'}
2013-02-26 17:30:00	2013-02-26 18:00:00	{'2-3685.0', '4-3032.0', '3-3238.0'}
2013-02-26 18:00:00	2013-02-26 18:30:00	{'2-4308.0', '4-3280.0', '3-19042.0'}
2013-02-26 18:30:00	2013-02-26 19:00:00	{'4-2960.0', '3-17631.0', '2-4030.0'}
2013-02-26 19:00:00	2013-02-26 19:30:00	{'3-2357.0', '2-4351.0', '4-3236.0'}
2013-02-26 19:30:00	2013-02-26 20:00:00	{'3-17711.0', '2-10266.0', '4-3082.0'}
2013-02-26 20:00:00	2013-02-26 20:30:00	{'2-4680.0', '3-18912.0', '4-3212.0'}
2013-02-26 20:30:00	2013-02-26 21:00:00	{'4-3032.0', '3-17623.0', '2-5759.0'}
2013-02-26 21:00:00	2013-02-26 21:30:00	{'2-4277.0', '3-18763.0', '4-3309.0'}
2013-02-26 21:30:00	2013-02-26 22:00:00	{'4-3061.0', '2-4036.0', '3-17594.0'}
2013-02-26 22:00:00	2013-02-26 22:30:00	{'3-18770.0', '2-5445.0', '4-3299.0'}
2013-02-26 22:30:00	2013-02-26 23:00:00	{'2-4632.0', '3-17646.0', '4-3115.0'}
2013-02-26 23:00:00	2013-02-26 23:30:00	{'3-18720.0', '4-3357.0', '2-6282.0'}
2013-02-26 23:30:00	2013-02-26 00:00:00	{'2-5815.0', '4-3107.0', '3-17462.0'}
2013-02-27 00:00:00	2013-02-27 00:30:00	{'2-7500.0', '3-18813.0', '4-3318.0'}
2013-02-27 10:00:00	2013-02-27 10:30:00	{'3-622.0', '2-3209.0'}
2013-02-27 10:30:00	2013-02-27 11:00:00	{'2-16362.0', '3-17816.0'}
2013-02-27 11:00:00	2013-02-27 11:30:00	{'2-13911.0', '3-19034.0'}
2013-02-27 11:30:00	2013-02-27 12:00:00	{'2-5706.0', '3-17614.0'}
2013-02-27 12:00:00	2013-02-27 12:30:00	{'3-19005.0', '2-5149.0', '4-2099.0'}
2013-02-27 12:30:00	2013-02-27 13:00:00	{'4-3057.0', '3-17841.0', '2-4715.0'}
2013-02-27 13:00:00	2013-02-27 13:30:00	{'2-4437.0', '4-3282.0', '3-1685.0'}
2013-02-27 13:30:00	2013-02-27 14:00:00	{'3-17856.0', '2-4827.0', '4-3120.0'}
2013-02-27 14:00:00	2013-02-27 14:30:00	{'3-11163.0', '4-3301.0', '2-5477.0'}
2013-02-27 14:30:00	2013-02-27 15:00:00	{'2-6091.0', '3-17744.0', '4-3092.0'}
2013-02-27 15:00:00	2013-02-27 15:30:00	{'4-3300.0', '2-7580.0', '3-18991.0'}
2013-02-27 15:30:00	2013-02-27 16:00:00	{'4-3016.0', '2-5474.0', '3-17694.0'}
2013-02-27 16:00:00	2013-02-27 16:30:00	{'2-5251.0', '3-18931.0', '4-3237.0'}
2013-02-27 16:30:00	2013-02-27 17:00:00	{'4-3009.0', '3-17764.0', '2-5158.0'}
2013-02-27 17:00:00	2013-02-27 17:30:00	{'3-18751.0', '4-3238.0', '2-8354.0'}
2013-02-27 17:30:00	2013-02-27 18:00:00	{'2-7673.0', '4-2941.0', '3-17642.0'}
2013-02-27 18:00:00	2013-02-27 18:30:00	{'2-7584.0', '3-18820.0', '4-3195.0'}
2013-02-27 18:30:00	2013-02-27 19:00:00	{'4-2927.0', '3-17559.5', '2-8995.0'}
2013-02-27 19:00:00	2013-02-27 19:30:00	{'3-18853.0', '2-8427.0', '4-3150.0'}
2013-02-27 19:30:00	2013-02-27 20:00:00	{'3-17594.0', '4-2944.0', '2-7743.0'}
2013-02-27 20:00:00	2013-02-27 20:30:00	{'4-3182.0', '3-18708.0', '2-8492.0'}
2013-02-27 20:30:00	2013-02-27 21:00:00	{'3-17612.0', '4-3002.0', '2-5721.0'}
2013-02-27 21:00:00	2013-02-27 21:30:00	{'4-3210.0', '2-10253.0', '3-12614.0'}
2013-02-27 21:30:00	2013-02-27 22:00:00	{'3-17517.5', '2-16671.0', '4-2960.0'}
2013-02-27 22:00:00	2013-02-27 22:30:00	{'4-3173.0', '2-15278.0', '3-18715.0'}
2013-02-27 22:30:00	2013-02-27 23:00:00	{'3-17440.0', '2-15140.0', '4-3046.0'}
2013-02-27 23:00:00	2013-02-27 23:30:00	{'4-3209.0', '3-18649.0', '2-15767.0'}
2013-02-27 23:30:00	2013-02-27 00:00:00	{'2-16040.0', '3-17416.0', '4-3048.0'}
2013-02-28 00:00:00	2013-02-28 00:30:00	{'2-15077.0', '4-3224.0', '3-18858.0'}
2013-02-28 00:30:00	2013-02-28 01:00:00	{'4-3056.0', '2-13030.0', '3-17272.0'}
2013-02-28 01:00:00	2013-02-28 01:30:00	{'2-17436.0', '4-3303.0', '3-18678.0'}
2013-02-28 09:30:00	2013-02-28 10:00:00	{'4-2980.0', '2-1615.0', '3-2087.0'}
2013-02-28 10:00:00	2013-02-28 10:30:00	{'4-3231.0', '2-9561.0', '3-19250.0'}
2013-02-28 10:30:00	2013-02-28 11:00:00	{'3-17890.0', '4-3005.0', '2-6813.0'}
2013-02-28 11:00:00	2013-02-28 11:30:00	{'3-18827.0', '4-3287.0', '2-6875.0'}
2013-02-28 11:30:00	2013-02-28 12:00:00	{'2-4195.0', '4-3073.0', '3-17868.0'}
2013-02-28 12:00:00	2013-02-28 12:30:00	{'2-4260.0', '4-3295.0', '3-18982.0'}
