Start Time	End Time	Active Appliances
2012-11-17 15:30:00	2012-11-17 16:00:00	{'2-5609.0'}
2012-11-17 19:00:00	2012-11-17 19:30:00	{'8-4833.0', '2-2783.0'}
2012-11-17 20:00:00	2012-11-17 20:30:00	{'2-1417.0', '7-21330.0'}
2012-11-17 20:30:00	2012-11-17 21:00:00	{'7-28303.0', '2-1023.0'}
2012-11-18 08:30:00	2012-11-18 09:00:00	{'8-12939.0', '2-7285.0'}
2012-11-20 05:30:00	2012-11-20 06:00:00	{'2-5264.0'}
2012-11-20 20:00:00	2012-11-20 20:30:00	{'2-10924.0'}
2012-11-21 05:30:00	2012-11-21 06:00:00	{'2-5166.0'}
2012-11-21 07:00:00	2012-11-21 07:30:00	{'2-289.0'}
2012-11-21 19:30:00	2012-11-21 20:00:00	{'2-12092.0', '8-38237.0'}
2012-11-22 05:30:00	2012-11-22 06:00:00	{'2-5221.0'}
2012-11-22 07:00:00	2012-11-22 07:30:00	{'8-0.0', '2-3993.0'}
2012-11-22 07:30:00	2012-11-22 08:00:00	{'8-84890.0', '2-878.0'}
2012-11-22 15:30:00	2012-11-22 16:00:00	{'8-11882.0', '2-5146.0', '4-4705.0'}
2012-11-22 18:30:00	2012-11-22 19:00:00	{'2-2180.5', '4-3199.0'}
2012-11-22 19:00:00	2012-11-22 19:30:00	{'2-1466.0', '4-3418.0'}
2012-11-23 05:30:00	2012-11-23 06:00:00	{'2-5036.0'}
2012-11-26 15:30:00	2012-11-26 16:00:00	{'4-6768.0', '8-5546.0', '2-4786.0'}
2012-11-27 05:30:00	2012-11-27 06:00:00	{'2-4713.0', '4-4222.0'}
2012-11-27 07:00:00	2012-11-27 07:30:00	{'2-1620.0', '4-4569.0'}
2012-11-27 10:00:00	2012-11-27 10:30:00	{'2-497.0', '4-6823.0'}
2012-11-27 10:30:00	2012-11-27 11:00:00	{'4-7036.0', '2-425.0'}
2012-11-27 15:30:00	2012-11-27 16:00:00	{'4-13362.0', '2-4550.0'}
2012-11-27 19:00:00	2012-11-27 19:30:00	{'4-4924.0', '2-1576.0'}
2012-11-27 19:30:00	2012-11-27 20:00:00	{'2-269.0', '4-6382.0'}
2012-11-27 20:00:00	2012-11-27 20:30:00	{'2-1134.0', '4-7289.0'}
2012-11-28 05:30:00	2012-11-28 06:00:00	{'4-4224.0', '2-4662.0'}
2012-11-28 06:30:00	2012-11-28 07:00:00	{'8-3957.0', '4-4314.0', '2-645.0'}
2012-11-28 07:00:00	2012-11-28 07:30:00	{'2-434.0', '4-4558.0', '8-8811.0'}
2012-11-28 08:30:00	2012-11-28 09:00:00	{'2-707.0', '4-6170.5'}
2012-11-28 09:30:00	2012-11-28 10:00:00	{'4-6875.0', '2-276.0'}
2012-11-28 11:00:00	2012-11-28 11:30:00	{'4-4681.0', '2-631.0', '8-91502.0'}
2012-11-28 12:30:00	2012-11-28 13:00:00	{'2-277.0', '8-26796.0', '4-4317.0'}
2012-11-28 13:00:00	2012-11-28 13:30:00	{'4-4614.0', '2-589.0'}
2012-11-28 15:30:00	2012-11-28 16:00:00	{'2-4731.0', '4-4367.0'}
2012-11-28 16:00:00	2012-11-28 16:30:00	{'2-57.0', '4-4572.0'}
2012-11-28 16:30:00	2012-11-28 17:00:00	{'2-426.0', '4-4353.0'}
2012-11-28 18:00:00	2012-11-28 18:30:00	{'2-57.0', '4-4676.0'}
2012-11-28 19:30:00	2012-11-28 20:00:00	{'4-4488.0', '2-113.0'}
2012-11-29 01:30:00	2012-11-29 02:00:00	{'4-4279.0', '2-4115.0'}
2012-11-29 05:30:00	2012-11-29 06:00:00	{'2-4499.0', '4-4279.0'}
2012-11-29 09:00:00	2012-11-29 09:30:00	{'4-4754.0', '2-726.0'}
2012-11-29 10:00:00	2012-11-29 10:30:00	{'4-4619.5', '2-56.0'}
2012-11-29 11:00:00	2012-11-29 11:30:00	{'2-191.0', '4-4562.0'}
2012-11-29 12:00:00	2012-11-29 12:30:00	{'8-19482.0', '4-4602.0', '2-3152.0', '3-16064.0'}
2012-11-29 15:30:00	2012-11-29 16:00:00	{'4-4369.0', '2-4272.0'}
2012-11-29 18:00:00	2012-11-29 18:30:00	{'4-4582.0', '2-56.0', '8-64648.0'}
2012-11-29 18:30:00	2012-11-29 19:00:00	{'4-4302.0', '8-19828.0', '2-1785.0'}
2012-11-29 19:00:00	2012-11-29 19:30:00	{'2-1067.0', '8-8757.0', '4-4597.0'}
2012-11-30 05:30:00	2012-11-30 06:00:00	{'4-4361.0', '2-4510.0'}
2012-11-30 07:00:00	2012-11-30 07:30:00	{'2-1797.0', '4-4629.0'}
2012-11-30 07:30:00	2012-11-30 08:00:00	{'4-4378.0', '8-54962.0', '2-1622.0'}
2012-11-30 09:30:00	2012-11-30 10:00:00	{'2-433.5', '4-4352.0'}
2012-11-30 11:00:00	2012-11-30 11:30:00	{'8-24681.5', '4-4892.0', '3-16004.0', '2-781.0'}
2012-11-30 15:30:00	2012-11-30 16:00:00	{'2-4386.0', '4-7284.0'}
2012-11-30 16:00:00	2012-11-30 16:30:00	{'2-25956.0', '4-9579.0'}
2012-11-30 16:30:00	2012-11-30 17:00:00	{'2-24276.0', '4-8959.0'}
2012-11-30 17:00:00	2012-11-30 17:30:00	{'4-9558.0', '2-25897.0', '8-1166.0'}
2012-11-30 18:00:00	2012-11-30 18:30:00	{'4-4231.0', '8-92723.0', '2-719.0'}
2012-12-02 19:30:00	2012-12-02 20:00:00	{'2-1253.0', '4-3907.0'}
2012-12-02 20:00:00	2012-12-02 20:30:00	{'2-1630.0', '4-4147.0'}
2012-12-02 21:00:00	2012-12-02 21:30:00	{'4-4157.0', '2-2713.0', '7-30193.0'}
2012-12-02 21:30:00	2012-12-02 22:00:00	{'7-28193.0', '4-3892.0', '2-2432.0'}
2012-12-02 22:30:00	2012-12-02 23:00:00	{'4-3894.0', '2-373.0'}
2012-12-02 23:30:00	2012-12-02 00:00:00	{'4-3852.0', '2-1994.0'}
2012-12-03 05:00:00	2012-12-03 05:30:00	{'2-1956.0', '4-4160.0'}
2012-12-03 06:00:00	2012-12-03 06:30:00	{'4-4164.0', '2-1982.0'}
2012-12-03 06:30:00	2012-12-03 07:00:00	{'8-3102.0', '2-3275.0', '4-3920.0'}
2012-12-03 08:30:00	2012-12-03 09:00:00	{'2-845.5', '4-6916.0', '5-153479.0'}
2012-12-03 10:00:00	2012-12-03 10:30:00	{'4-6798.0', '2-19023.0'}
2012-12-03 10:30:00	2012-12-03 11:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 11:00:00	2012-12-03 11:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 11:30:00	2012-12-03 12:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 12:00:00	2012-12-03 12:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 12:30:00	2012-12-03 13:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 13:00:00	2012-12-03 13:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 13:30:00	2012-12-03 14:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 14:00:00	2012-12-03 14:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 14:30:00	2012-12-03 15:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 15:00:00	2012-12-03 15:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 15:30:00	2012-12-03 16:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 16:00:00	2012-12-03 16:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 16:30:00	2012-12-03 17:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 17:00:00	2012-12-03 17:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 17:30:00	2012-12-03 18:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 18:00:00	2012-12-03 18:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 18:30:00	2012-12-03 19:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 19:00:00	2012-12-03 19:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 19:30:00	2012-12-03 20:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 20:00:00	2012-12-03 20:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 20:30:00	2012-12-03 21:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 21:00:00	2012-12-03 21:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 21:30:00	2012-12-03 22:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 22:00:00	2012-12-03 22:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 22:30:00	2012-12-03 23:00:00	{'2-20519.0', '4-6358.0'}
2012-12-03 23:00:00	2012-12-03 23:30:00	{'2-21939.0', '4-6798.0'}
2012-12-03 23:30:00	2012-12-03 00:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 00:00:00	2012-12-04 00:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 00:30:00	2012-12-04 01:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 01:00:00	2012-12-04 01:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 01:30:00	2012-12-04 02:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 02:00:00	2012-12-04 02:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 02:30:00	2012-12-04 03:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 03:00:00	2012-12-04 03:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 03:30:00	2012-12-04 04:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 04:00:00	2012-12-04 04:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 04:30:00	2012-12-04 05:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 05:00:00	2012-12-04 05:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 05:30:00	2012-12-04 06:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 06:00:00	2012-12-04 06:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 06:30:00	2012-12-04 07:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 07:00:00	2012-12-04 07:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 07:30:00	2012-12-04 08:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 08:00:00	2012-12-04 08:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 08:30:00	2012-12-04 09:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 09:00:00	2012-12-04 09:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 09:30:00	2012-12-04 10:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 10:00:00	2012-12-04 10:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 10:30:00	2012-12-04 11:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 11:00:00	2012-12-04 11:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 11:30:00	2012-12-04 12:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 12:00:00	2012-12-04 12:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 12:30:00	2012-12-04 13:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 13:00:00	2012-12-04 13:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 13:30:00	2012-12-04 14:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 14:00:00	2012-12-04 14:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 14:30:00	2012-12-04 15:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 15:00:00	2012-12-04 15:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 15:30:00	2012-12-04 16:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 16:00:00	2012-12-04 16:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 16:30:00	2012-12-04 17:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 17:00:00	2012-12-04 17:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 17:30:00	2012-12-04 18:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 18:00:00	2012-12-04 18:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 18:30:00	2012-12-04 19:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 19:00:00	2012-12-04 19:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 19:30:00	2012-12-04 20:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 20:00:00	2012-12-04 20:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 20:30:00	2012-12-04 21:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 21:00:00	2012-12-04 21:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 21:30:00	2012-12-04 22:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 22:00:00	2012-12-04 22:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 22:30:00	2012-12-04 23:00:00	{'2-20519.0', '4-6358.0'}
2012-12-04 23:00:00	2012-12-04 23:30:00	{'2-21939.0', '4-6798.0'}
2012-12-04 23:30:00	2012-12-04 00:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 00:00:00	2012-12-05 00:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 00:30:00	2012-12-05 01:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 01:00:00	2012-12-05 01:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 01:30:00	2012-12-05 02:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 02:00:00	2012-12-05 02:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 02:30:00	2012-12-05 03:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 03:00:00	2012-12-05 03:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 03:30:00	2012-12-05 04:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 04:00:00	2012-12-05 04:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 04:30:00	2012-12-05 05:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 05:00:00	2012-12-05 05:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 05:30:00	2012-12-05 06:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 06:00:00	2012-12-05 06:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 06:30:00	2012-12-05 07:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 07:00:00	2012-12-05 07:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 07:30:00	2012-12-05 08:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 08:00:00	2012-12-05 08:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 08:30:00	2012-12-05 09:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 09:00:00	2012-12-05 09:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 09:30:00	2012-12-05 10:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 10:00:00	2012-12-05 10:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 10:30:00	2012-12-05 11:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 11:00:00	2012-12-05 11:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 11:30:00	2012-12-05 12:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 12:00:00	2012-12-05 12:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 12:30:00	2012-12-05 13:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 13:00:00	2012-12-05 13:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 13:30:00	2012-12-05 14:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 14:00:00	2012-12-05 14:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 14:30:00	2012-12-05 15:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 15:00:00	2012-12-05 15:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 15:30:00	2012-12-05 16:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 16:00:00	2012-12-05 16:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 16:30:00	2012-12-05 17:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 17:00:00	2012-12-05 17:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 17:30:00	2012-12-05 18:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 18:00:00	2012-12-05 18:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 18:30:00	2012-12-05 19:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 19:00:00	2012-12-05 19:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 19:30:00	2012-12-05 20:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 20:00:00	2012-12-05 20:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 20:30:00	2012-12-05 21:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 21:00:00	2012-12-05 21:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 21:30:00	2012-12-05 22:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 22:00:00	2012-12-05 22:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 22:30:00	2012-12-05 23:00:00	{'2-20519.0', '4-6358.0'}
2012-12-05 23:00:00	2012-12-05 23:30:00	{'2-21939.0', '4-6798.0'}
2012-12-05 23:30:00	2012-12-05 00:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 00:00:00	2012-12-06 00:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 00:30:00	2012-12-06 01:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 01:00:00	2012-12-06 01:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 01:30:00	2012-12-06 02:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 02:00:00	2012-12-06 02:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 02:30:00	2012-12-06 03:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 03:00:00	2012-12-06 03:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 03:30:00	2012-12-06 04:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 04:00:00	2012-12-06 04:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 04:30:00	2012-12-06 05:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 05:00:00	2012-12-06 05:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 05:30:00	2012-12-06 06:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 06:00:00	2012-12-06 06:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 06:30:00	2012-12-06 07:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 07:00:00	2012-12-06 07:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 07:30:00	2012-12-06 08:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 08:00:00	2012-12-06 08:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 08:30:00	2012-12-06 09:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 09:00:00	2012-12-06 09:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 09:30:00	2012-12-06 10:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 10:00:00	2012-12-06 10:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 10:30:00	2012-12-06 11:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 11:00:00	2012-12-06 11:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 11:30:00	2012-12-06 12:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 12:00:00	2012-12-06 12:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 12:30:00	2012-12-06 13:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 13:00:00	2012-12-06 13:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 13:30:00	2012-12-06 14:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 14:00:00	2012-12-06 14:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 14:30:00	2012-12-06 15:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 15:00:00	2012-12-06 15:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 15:30:00	2012-12-06 16:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 16:00:00	2012-12-06 16:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 16:30:00	2012-12-06 17:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 17:00:00	2012-12-06 17:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 17:30:00	2012-12-06 18:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 18:00:00	2012-12-06 18:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 18:30:00	2012-12-06 19:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 19:00:00	2012-12-06 19:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 19:30:00	2012-12-06 20:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 20:00:00	2012-12-06 20:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 20:30:00	2012-12-06 21:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 21:00:00	2012-12-06 21:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 21:30:00	2012-12-06 22:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 22:00:00	2012-12-06 22:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 22:30:00	2012-12-06 23:00:00	{'2-20519.0', '4-6358.0'}
2012-12-06 23:00:00	2012-12-06 23:30:00	{'2-21939.0', '4-6798.0'}
2012-12-06 23:30:00	2012-12-06 00:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 00:00:00	2012-12-07 00:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 00:30:00	2012-12-07 01:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 01:00:00	2012-12-07 01:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 01:30:00	2012-12-07 02:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 02:00:00	2012-12-07 02:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 02:30:00	2012-12-07 03:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 03:00:00	2012-12-07 03:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 03:30:00	2012-12-07 04:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 04:00:00	2012-12-07 04:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 04:30:00	2012-12-07 05:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 05:00:00	2012-12-07 05:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 05:30:00	2012-12-07 06:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 06:00:00	2012-12-07 06:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 06:30:00	2012-12-07 07:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 07:00:00	2012-12-07 07:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 07:30:00	2012-12-07 08:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 08:00:00	2012-12-07 08:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 08:30:00	2012-12-07 09:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 09:00:00	2012-12-07 09:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 09:30:00	2012-12-07 10:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 10:00:00	2012-12-07 10:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 10:30:00	2012-12-07 11:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 11:00:00	2012-12-07 11:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 11:30:00	2012-12-07 12:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 12:00:00	2012-12-07 12:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 12:30:00	2012-12-07 13:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 13:00:00	2012-12-07 13:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 13:30:00	2012-12-07 14:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 14:00:00	2012-12-07 14:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 14:30:00	2012-12-07 15:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 15:00:00	2012-12-07 15:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 15:30:00	2012-12-07 16:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 16:00:00	2012-12-07 16:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 16:30:00	2012-12-07 17:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 17:00:00	2012-12-07 17:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 17:30:00	2012-12-07 18:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 18:00:00	2012-12-07 18:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 18:30:00	2012-12-07 19:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 19:00:00	2012-12-07 19:30:00	{'2-21939.0', '4-6798.0'}
2012-12-07 19:30:00	2012-12-07 20:00:00	{'2-20519.0', '4-6358.0'}
2012-12-07 20:00:00	2012-12-07 20:30:00	{'2-21939.0', '4-6798.0'}
