Start Time	End Time	Active Appliances
2014-07-13 07:00:00	2014-07-13 07:30:00	{'17-3748.0', '24-4364.0', '23-15308.0', '3-35744.0'}
2014-07-13 07:30:00	2014-07-13 08:00:00	{'24-4061.0', '17-3505.0', '23-14247.0', '3-33294.0'}
2014-07-13 08:00:00	2014-07-13 08:30:00	{'24-4369.0', '23-15310.0', '17-3740.0', '3-35633.0'}
2014-07-13 08:30:00	2014-07-13 09:00:00	{'17-3509.0', '23-14267.0', '3-33358.0', '24-4062.0'}
2014-07-13 09:00:00	2014-07-13 09:30:00	{'23-15302.0', '17-3739.0', '3-35620.0', '24-4361.0'}
2014-07-13 09:30:00	2014-07-13 10:00:00	{'3-33287.0', '23-14332.0', '24-4079.0', '17-3843.0'}
2014-07-13 10:00:00	2014-07-13 10:30:00	{'17-4526.0', '23-15026.0', '3-35713.5', '19-21749.0', '24-4334.0'}
2014-07-13 10:30:00	2014-07-13 11:00:00	{'17-4933.0', '23-14050.0', '3-33306.0', '24-4049.0'}
2014-07-13 11:00:00	2014-07-13 11:30:00	{'23-15174.0', '17-5263.0', '24-4348.0', '3-35615.0', '19-17863.0'}
2014-07-13 11:30:00	2014-07-13 12:00:00	{'17-4926.0', '24-4315.0', '3-33324.0', '23-21329.0'}
2014-07-13 12:00:00	2014-07-13 12:30:00	{'3-37365.5', '23-15172.0', '17-5265.0', '24-4333.0', '10-5100.0', '19-13141.0'}
2014-07-13 12:30:00	2014-07-13 13:00:00	{'10-7779.0', '24-4059.0', '3-36320.5', '17-4918.0', '23-14178.0'}
2014-07-13 13:00:00	2014-07-13 13:30:00	{'17-5275.0', '24-4358.0', '3-36125.0', '19-15687.0', '23-15241.0'}
2014-07-13 13:30:00	2014-07-13 14:00:00	{'17-4919.0', '24-4095.0', '23-14307.0', '3-33413.0'}
2014-07-13 14:00:00	2014-07-13 14:30:00	{'23-15388.0', '19-3939.0', '24-4403.0', '17-5256.0', '3-35665.0'}
2014-07-13 14:30:00	2014-07-13 15:00:00	{'6-837.0', '24-4105.0', '17-5346.0', '23-14368.0', '5-15994.0', '3-33312.0'}
2014-07-13 15:00:00	2014-07-13 15:30:00	{'3-35788.0', '25-12410.0', '5-21323.0', '23-15444.0', '6-28517.0', '24-4410.0', '17-5962.0'}
2014-07-13 15:30:00	2014-07-13 16:00:00	{'24-96515.0', '17-4857.0', '6-25388.0', '3-33372.5', '23-14270.0'}
2014-07-13 16:00:00	2014-07-13 16:30:00	{'24-56651.0', '3-35667.0', '6-26838.0', '23-15286.0', '17-3966.0'}
2014-07-13 16:30:00	2014-07-13 17:00:00	{'3-33306.0', '6-4864.5', '23-14395.0', '18-2.0', '19-24526.0', '17-3485.0', '24-188241.0'}
2014-07-13 17:00:00	2014-07-13 17:30:00	{'24-232373.0', '17-3728.0', '3-35610.5', '6-27370.5', '23-15209.0'}
2014-07-13 17:30:00	2014-07-13 18:00:00	{'17-3505.0', '24-30919.0', '3-54631.0', '23-14244.0', '6-25710.0', '10-1537.0'}
2014-07-13 18:00:00	2014-07-13 18:30:00	{'17-4155.0', '23-15152.0', '3-38456.0', '6-27775.0', '24-55299.0'}
2014-07-13 18:30:00	2014-07-13 19:00:00	{'23-13956.0', '3-33860.0', '17-3912.0', '19-22023.0', '24-64268.0'}
2014-07-13 19:00:00	2014-07-13 19:30:00	{'24-4881.5', '23-15154.0', '17-5111.0', '3-39634.0', '10-8256.5'}
2014-07-13 19:30:00	2014-07-13 20:00:00	{'17-5047.0', '24-241520.0', '3-38312.5', '19-18226.0', '10-7739.5', '23-14159.0'}
2014-07-13 20:00:00	2014-07-13 20:30:00	{'23-15180.0', '17-5604.5', '20-123.0', '5-19838.5', '24-254058.0', '16-14409.0', '3-39261.5'}
2014-07-13 20:30:00	2014-07-13 21:00:00	{'17-5314.0', '5-20028.0', '3-34682.0', '16-14213.0', '24-120264.0', '23-14103.0'}
2014-07-13 21:00:00	2014-07-13 21:30:00	{'17-5661.0', '5-21336.0', '22-303726.0', '23-15027.0', '19-3958.0', '3-36979.5', '16-15476.0', '24-5119.0'}
2014-07-13 21:30:00	2014-07-13 22:00:00	{'22-74049.0', '3-34629.0', '24-4638.0', '23-14101.0', '17-5277.0', '5-19931.0', '16-14547.0'}
2014-07-13 22:00:00	2014-07-13 22:30:00	{'19-1613.0', '5-21437.0', '16-15006.0', '24-5190.0', '3-36949.0', '22-285346.0', '23-15522.0', '17-5686.0'}
2014-07-13 22:30:00	2014-07-13 23:00:00	{'24-4569.0', '17-5562.0', '16-14056.0', '3-34565.0', '23-14531.0'}
2014-07-13 23:00:00	2014-07-13 23:30:00	{'16-8437.0', '3-36899.0', '23-15499.0', '17-5901.0', '19-3095.0', '24-4405.0'}
2014-07-13 23:30:00	2014-07-13 00:00:00	{'24-4082.0', '23-14345.0', '17-5363.0', '3-34612.0', '16-7043.0'}
2014-07-14 00:00:00	2014-07-14 00:30:00	{'16-7683.0', '3-37220.0', '17-5670.0', '24-4418.0', '23-15527.0'}
2014-07-14 00:30:00	2014-07-14 01:00:00	{'23-14564.0', '16-7204.0', '24-4185.5', '17-5277.0', '3-34815.0'}
2014-07-14 01:00:00	2014-07-14 01:30:00	{'16-7684.0', '23-15509.0', '3-37032.0', '24-4416.0', '17-5662.0'}
2014-07-14 01:30:00	2014-07-14 02:00:00	{'3-34621.0', '17-5266.0', '5-49.0', '16-7126.0', '24-4109.0', '23-14475.0'}
2014-07-14 02:00:00	2014-07-14 02:30:00	{'3-36973.0', '16-7666.0', '23-15515.0', '17-5651.0', '24-4439.0'}
2014-07-14 02:30:00	2014-07-14 03:00:00	{'3-34603.0', '23-14508.0', '16-7193.5', '17-5282.0', '24-4168.0'}
2014-07-14 03:00:00	2014-07-14 03:30:00	{'16-7693.0', '23-15537.0', '17-5704.0', '3-40302.0', '24-4453.0'}
2014-07-14 03:30:00	2014-07-14 04:00:00	{'17-5294.0', '3-34833.0', '24-4156.0', '16-7193.0', '23-14490.5'}
2014-07-14 04:00:00	2014-07-14 04:30:00	{'16-7678.0', '23-15520.0', '24-4464.0', '17-5672.0', '3-37168.0'}
2014-07-14 04:30:00	2014-07-14 05:00:00	{'23-14570.0', '24-4220.0', '16-7215.0', '17-5250.0', '3-34599.0'}
2014-07-14 05:00:00	2014-07-14 05:30:00	{'23-15539.0', '17-5649.0', '3-36990.5', '24-4469.0', '16-7662.0'}
2014-07-14 05:30:00	2014-07-14 06:00:00	{'23-14458.5', '3-34708.0', '24-4118.0', '16-7070.0', '17-5282.0'}
2014-07-14 06:00:00	2014-07-14 06:30:00	{'24-4331.0', '23-15165.0', '3-37136.0', '16-7462.0', '17-6009.0'}
2014-07-14 06:30:00	2014-07-14 07:00:00	{'23-14330.0', '3-34781.0', '16-6958.0', '24-4084.0', '17-5580.0', '19-21134.0'}
2014-07-14 07:00:00	2014-07-14 07:30:00	{'24-4340.5', '17-5769.0', '23-15216.0', '3-37247.0', '16-7416.0'}
2014-07-14 07:30:00	2014-07-14 08:00:00	{'19-20859.0', '3-34783.0', '17-5325.0', '24-4062.0', '16-6913.0', '23-14107.0'}
2014-07-14 08:00:00	2014-07-14 08:30:00	{'24-4378.0', '16-7415.0', '17-5728.0', '3-37274.5', '23-15312.0'}
2014-07-14 08:30:00	2014-07-14 09:00:00	{'23-14254.0', '24-4076.0', '3-34805.5', '19-19987.0', '17-5298.0', '16-6928.0'}
2014-07-14 09:00:00	2014-07-14 09:30:00	{'24-4372.0', '3-37278.0', '16-7383.0', '17-5713.0', '23-15228.0'}
2014-07-14 09:30:00	2014-07-14 10:00:00	{'3-34844.0', '16-6924.0', '19-12699.0', '17-5297.0', '23-14212.0', '24-4072.0'}
2014-07-14 10:00:00	2014-07-14 10:30:00	{'24-4379.5', '17-5696.0', '16-7431.0', '23-15325.0', '3-37204.0'}
2014-07-14 10:30:00	2014-07-14 11:00:00	{'24-4106.0', '17-5275.0', '16-6947.0', '3-34820.0', '23-14331.0', '19-8617.0'}
2014-07-14 11:00:00	2014-07-14 11:30:00	{'24-4400.0', '16-7422.0', '10-4612.0', '23-15323.0', '3-40687.0', '17-5755.5'}
2014-07-14 11:30:00	2014-07-14 12:00:00	{'10-4566.0', '16-6925.0', '23-14238.0', '19-10360.0', '24-4094.0', '3-37132.0', '17-5319.0'}
2014-07-14 12:00:00	2014-07-14 12:30:00	{'16-7412.0', '24-4345.0', '17-5689.0', '23-15105.0', '10-8199.0', '3-38899.5'}
2014-07-14 12:30:00	2014-07-14 13:00:00	{'16-6951.0', '19-6542.0', '24-4056.0', '3-36411.0', '10-7769.0', '20-351454.0', '23-14204.0', '17-5372.5'}
2014-07-14 13:00:00	2014-07-14 13:30:00	{'3-44479.0', '24-4351.0', '10-8079.0', '17-5675.0', '20-3918.5', '16-7445.0', '23-15326.0'}
2014-07-14 13:30:00	2014-07-14 14:00:00	{'23-14418.0', '24-4110.0', '19-254.0', '10-7556.0', '20-4148.0', '3-36788.5', '17-5260.5', '16-7005.0'}
2014-07-14 14:00:00	2014-07-14 14:30:00	{'10-8144.0', '17-5628.0', '3-39034.5', '24-4416.0', '23-15401.0', '16-7518.0', '20-4638.0'}
2014-07-14 14:30:00	2014-07-14 15:00:00	{'24-4106.0', '17-5276.0', '20-4349.0', '23-14443.0', '10-7833.0', '3-38205.0', '16-7003.5'}
2014-07-14 15:00:00	2014-07-14 15:30:00	{'23-15306.0', '17-5661.0', '3-41400.5', '24-4349.0', '20-4635.0', '10-8383.5', '16-7437.0'}
2014-07-14 15:30:00	2014-07-14 16:00:00	{'10-7846.0', '20-4336.0', '24-4067.0', '17-5323.0', '23-14351.0', '16-6984.0', '3-39118.0'}
2014-07-14 16:00:00	2014-07-14 16:30:00	{'3-41014.0', '16-7431.0', '24-4350.0', '20-4635.0', '23-15240.0', '10-8258.0', '17-5790.0'}
2014-07-14 16:30:00	2014-07-14 17:00:00	{'23-14330.0', '17-5300.5', '3-34947.0', '24-4074.0', '20-4337.0', '16-6945.0'}
2014-07-14 17:00:00	2014-07-14 17:30:00	{'17-5647.5', '19-22194.0', '3-36232.5', '20-4636.0', '16-7436.0', '23-15247.0', '24-4359.0'}
2014-07-14 17:30:00	2014-07-14 18:00:00	{'17-5384.0', '23-14419.0', '3-34288.0', '16-6979.0', '20-4347.0', '24-4102.0'}
2014-07-14 18:00:00	2014-07-14 18:30:00	{'24-4366.5', '17-5954.0', '19-19438.0', '16-7450.0', '20-147917.0', '23-15268.0', '3-36870.0'}
2014-07-14 18:30:00	2014-07-14 19:00:00	{'20-283258.0', '23-34898.0', '16-6920.0', '24-4811.0', '3-34488.0', '17-5609.5'}
2014-07-14 19:00:00	2014-07-14 19:30:00	{'17-3296.5', '16-8785.0', '19-26774.5', '10-1231.0', '3-37893.0', '24-4435.0', '5-3421.0', '23-15395.0', '20-3850.0'}
2014-07-14 19:30:00	2014-07-14 20:00:00	{'10-7833.5', '5-19977.0', '16-14281.0', '3-38494.5', '17-5600.5', '24-4094.0', '20-3713.5', '23-14268.0'}
2014-07-14 20:00:00	2014-07-14 20:30:00	{'16-15222.0', '3-40703.0', '23-15262.0', '24-4378.0', '20-4636.0', '5-21274.0', '10-8348.0', '17-5806.0'}
2014-07-14 20:30:00	2014-07-14 21:00:00	{'3-36614.0', '16-14424.0', '20-4344.0', '17-5344.0', '23-14210.0', '5-19835.0', '24-4102.0'}
2014-07-14 21:00:00	2014-07-14 21:30:00	{'5-21318.0', '20-4636.0', '17-5780.5', '3-36333.0', '23-15070.0', '24-4337.0', '16-16124.0'}
2014-07-14 21:30:00	2014-07-14 22:00:00	{'24-4064.0', '20-4336.0', '3-34182.0', '17-5342.0', '16-11762.0', '23-14144.0', '7-20411.0'}
2014-07-14 22:00:00	2014-07-14 22:30:00	{'3-37088.5', '20-4636.0', '16-8341.0', '24-4396.0', '23-15336.0', '7-98525.0', '17-5700.5'}
2014-07-14 22:30:00	2014-07-14 23:00:00	{'23-14506.0', '16-7843.0', '3-34765.0', '20-4358.0', '17-5311.5', '24-4150.0'}
2014-07-14 23:00:00	2014-07-14 23:30:00	{'16-8518.0', '17-6121.5', '23-15542.0', '3-36918.0', '20-4650.0', '24-4488.0'}
2014-07-14 23:30:00	2014-07-14 00:00:00	{'3-34476.0', '20-4365.0', '17-5252.0', '16-7819.0', '23-14459.0', '24-4121.5'}
2014-07-15 00:00:00	2014-07-15 00:30:00	{'16-8446.5', '23-15503.0', '17-5597.0', '3-36894.0', '20-4659.0', '24-4481.5'}
2014-07-15 00:30:00	2014-07-15 01:00:00	{'16-7918.0', '20-4386.0', '17-5262.0', '3-34381.0', '23-14528.5', '24-4197.0'}
2014-07-15 01:00:00	2014-07-15 01:30:00	{'16-7734.0', '24-4434.0', '17-4416.0', '20-4654.0', '3-36833.0', '23-15481.0'}
2014-07-15 01:30:00	2014-07-15 02:00:00	{'24-4090.5', '5-0.0', '17-3525.0', '23-14431.0', '3-34402.0', '20-4351.0', '16-7204.0', '19-1321.0'}
2014-07-15 02:00:00	2014-07-15 02:30:00	{'20-4663.0', '16-7713.0', '17-4148.0', '3-36832.0', '24-4427.0', '23-15470.0'}
2014-07-15 02:30:00	2014-07-15 03:00:00	{'23-14489.0', '16-7236.0', '20-4365.0', '24-4169.0', '19-4785.0', '3-34502.0', '17-3531.0'}
2014-07-15 03:00:00	2014-07-15 03:30:00	{'3-36810.0', '16-7770.0', '24-4552.0', '17-4207.0', '23-15581.0', '20-4695.5'}
2014-07-15 03:30:00	2014-07-15 04:00:00	{'3-34415.5', '23-14516.0', '19-7799.0', '24-4206.0', '17-3882.0', '20-4429.0', '16-7296.0'}
2014-07-15 04:00:00	2014-07-15 04:30:00	{'20-4705.0', '16-7785.0', '23-15535.0', '3-36811.5', '24-4506.0', '17-3774.0'}
2014-07-15 04:30:00	2014-07-15 05:00:00	{'24-4249.0', '23-14616.5', '16-7285.0', '19-10213.0', '20-4396.0', '17-3521.0', '3-34554.0'}
2014-07-15 05:00:00	2014-07-15 05:30:00	{'17-4383.0', '23-15508.0', '24-4472.5', '16-7759.0', '3-36889.0', '20-4710.0'}
2014-07-15 05:30:00	2014-07-15 06:00:00	{'24-4167.0', '19-12517.0', '16-7240.0', '17-3647.0', '3-34511.0', '20-4370.0', '23-14501.0'}
2014-07-15 06:00:00	2014-07-15 06:30:00	{'16-7647.0', '20-4642.0', '3-36853.0', '17-4251.0', '23-15275.0', '24-4346.0'}
2014-07-15 06:30:00	2014-07-15 07:00:00	{'16-7170.0', '23-14250.0', '20-4336.0', '17-3499.0', '24-4068.0', '3-34583.0', '19-16195.0'}
2014-07-15 07:00:00	2014-07-15 07:30:00	{'17-3751.0', '23-15246.0', '16-7674.0', '3-36900.5', '20-4638.0', '24-4346.0'}
2014-07-15 07:30:00	2014-07-15 08:00:00	{'24-4116.0', '19-20404.0', '3-34388.0', '17-3496.0', '16-7172.0', '23-14287.0'}
2014-07-15 08:00:00	2014-07-15 08:30:00	{'3-36741.0', '17-3751.0', '23-15504.0', '24-4483.0', '16-7755.0'}
2014-07-15 08:30:00	2014-07-15 09:00:00	{'17-3505.0', '16-7236.0', '24-4171.5', '23-14488.0', '3-34435.0'}
2014-07-15 09:00:00	2014-07-15 09:30:00	{'16-7732.0', '24-4431.5', '3-36773.0', '17-3764.0', '23-15452.0'}
2014-07-15 09:30:00	2014-07-15 10:00:00	{'23-14383.0', '16-7205.0', '3-34514.0', '24-4110.0', '17-3840.0'}
2014-07-15 10:00:00	2014-07-15 10:30:00	{'16-7721.0', '17-3746.0', '3-37084.0', '23-15296.0', '24-4367.0'}
2014-07-15 10:30:00	2014-07-15 11:00:00	{'10-4320.0', '3-39840.0', '17-3678.0', '24-4076.0', '16-7165.0', '23-14231.0'}
2014-07-15 11:00:00	2014-07-15 11:30:00	{'3-47791.5', '10-8317.0', '17-3921.0', '16-7726.0', '24-4433.0', '23-15367.0'}
